Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
83084,2019,10,26,,,
83084,2019,10,27,,,
83084,2019,10,28,,,
83084,2019,10,29,,,
83084,2019,10,30,18.8,,
83084,2019,10,31,18.6,10.6,0
83084,2019,11,1,18.1,12.3,0
83084,2019,11,2,15.1,11.6,0
83084,2019,11,3,9.7,7.4,31
83084,2019,11,4,6.6,2.4,27
83084,2019,11,5,7.9,-3.1,3.6
83084,2019,11,6,6.5,-0.6,0.4
83084,2019,11,7,2.9,-1.5,1
83084,2019,11,8,0.1,-0.9,50.6
83084,2019,11,9,1.8,-5.6,9
83084,2019,11,10,6.6,-3.5,6.6
83084,2019,11,11,11.4,1.8,0.2
83084,2019,11,12,12.3,6.1,0
83084,2019,11,13,,-4.3,0.4
83084,2019,11,14,,,
83084,2019,11,15,,,
83084,2019,11,16,,,
83084,2019,11,17,,,
83084,2019,11,18,,,
83084,2019,11,19,,,
83084,2019,11,20,,,
83084,2019,11,21,,,
83084,2019,11,22,,,
83084,2019,11,23,,,
83084,2019,11,24,,,
83084,2019,11,25,,,
83084,2019,11,26,,,
83084,2019,11,27,,,
83084,2019,11,28,,,
83084,2019,11,29,,,
83084,2019,11,30,,,
83084,2019,12,1,,,
83084,2019,12,2,,,
83084,2019,12,3,,,
83084,2019,12,4,,,
83084,2019,12,5,,,
83084,2019,12,6,,,
83084,2019,12,7,,,
83084,2019,12,8,,,
83084,2019,12,9,,,
83084,2019,12,10,,,
83084,2019,12,11,,,
83084,2019,12,12,16.8,2.6,
83084,2019,12,13,13.3,1.4,0
83084,2019,12,14,14.1,5.2,0
83084,2019,12,15,14.1,7.1,0
83084,2019,12,16,19.9,5.9,0
83084,2019,12,17,22.9,10.9,0
83084,2019,12,18,23.3,13.8,0
83084,2019,12,19,26,17.3,0
83084,2019,12,20,26.6,16.1,0
83084,2019,12,21,24.3,19.1,0
83084,2019,12,22,19.5,6.8,0
83084,2019,12,23,20.1,10.1,0
83084,2019,12,24,18.8,8.6,0
83084,2019,12,25,20.4,6.9,0
83084,2019,12,26,23.8,10.4,0
83084,2019,12,27,23.5,10.9,0
83084,2019,12,28,21.8,16.7,0
83084,2019,12,29,24.7,15.1,0
83084,2019,12,30,25.6,18.3,0
83084,2019,12,31,21.6,18.4,0
83084,2020,1,1,20.6,5.3,0
83084,2020,1,2,23.4,10.3,0.2
83084,2020,1,3,23.6,14.5,0
83084,2020,1,4,29.6,16.4,0
83084,2020,1,5,12.9,5.3,0
83084,2020,1,6,11.7,2.8,6.2
83084,2020,1,7,19.8,9.1,7.4
83084,2020,1,8,18.3,8.2,0.2
83084,2020,1,9,21.7,7.8,0
83084,2020,1,10,23,14.4,0
83084,2020,1,11,17.3,2.1,5
83084,2020,1,12,16.7,0.8,0.2
83084,2020,1,13,18,6,0
83084,2020,1,14,21.8,10.8,0
83084,2020,1,15,20.3,12.6,0
83084,2020,1,16,21.2,11.1,0
83084,2020,1,17,17.9,5.3,1.2
83084,2020,1,18,20.6,8.2,0.8
83084,2020,1,19,20.9,11.3,0
83084,2020,1,20,10.6,9,38.6
83084,2020,1,21,11.9,6.3,31
83084,2020,1,22,17.8,7.6,0.2
83084,2020,1,23,9.9,8.9,2.4
83084,2020,1,24,12.7,2,28.6
83084,2020,1,25,17.8,4.2,0.2
83084,2020,1,26,20.4,10.5,0
83084,2020,1,27,21.4,12.6,0
83084,2020,1,28,20.8,12.8,0
83084,2020,1,29,23.5,10.1,0
83084,2020,1,30,24.4,13.8,0
83084,2020,1,31,28.4,17,0
83084,2020,2,1,24.8,20.6,0
83084,2020,2,2,15.1,14.8,3.4
83084,2020,2,3,12.5,5.1,0.6
83084,2020,2,4,17.6,-2.7,0
83084,2020,2,5,19.8,6.8,0
83084,2020,2,6,18.8,8.6,0
83084,2020,2,7,19.5,10.4,3.2
83084,2020,2,8,14.6,8.5,0
83084,2020,2,9,10.3,6.9,4.4
83084,2020,2,10,16.1,7.3,28.8
83084,2020,2,11,18.7,10.3,22.2
83084,2020,2,12,16.3,11.1,6
83084,2020,2,13,17.9,11.4,1.4
83084,2020,2,14,18.6,12.1,0.4
83084,2020,2,15,18.4,10.4,5.8
83084,2020,2,16,14.2,9.5,3
83084,2020,2,17,18.8,8.7,0.8
83084,2020,2,18,17.1,12.1,0.2
83084,2020,2,19,7.5,5,11.8
83084,2020,2,20,13.5,1.4,4.2
83084,2020,2,21,13.9,5.6,0
83084,2020,2,22,16.6,3.9,0.2
83084,2020,2,23,15.5,8.8,0.2
83084,2020,2,24,18.1,10.3,3.8
83084,2020,2,25,17.2,10.8,0.2
83084,2020,2,26,13,9.9,4
83084,2020,2,27,12.6,2.6,0
83084,2020,2,28,16.3,4,0
83084,2020,2,29,16.5,8.2,0
83084,2020,3,1,16.8,8.4,0
83084,2020,3,2,17,11,0
83084,2020,3,3,17.3,6.2,0
83084,2020,3,4,12,7.9,2.2
83084,2020,3,5,11.9,10.3,78.6
83084,2020,3,6,11.7,8.1,62.2
83084,2020,3,7,13.6,4,0.6
83084,2020,3,8,8,4.7,1
83084,2020,3,9,10.8,2,7.8
83084,2020,3,10,,5.8,0.2
83084,2020,3,11,13.8,7.2,0.4
83084,2020,3,12,,8,
83084,2020,3,13,12.5,7.6,
83084,2020,3,14,4.7,-3,12.8
83084,2020,3,15,10.5,-2.1,0.2
83084,2020,3,16,14,2.2,0
83084,2020,3,17,14.1,5.4,0
83084,2020,3,18,15.5,7.2,0
83084,2020,3,19,17.5,9.8,0
83084,2020,3,20,12.5,10.3,0.8
83084,2020,3,21,14.3,3.7,0
83084,2020,3,22,12.6,5,0
83084,2020,3,23,11.5,-1.8,0
83084,2020,3,24,9.3,2.3,0
83084,2020,3,25,12.3,5.3,0
83084,2020,3,26,14.2,0.2,0
83084,2020,3,27,14.5,3.5,0
83084,2020,3,28,14.4,6.5,0
83084,2020,3,29,9.9,6.7,0
83084,2020,3,30,11.5,7.1,8
83084,2020,3,31,14.1,6.4,0
83084,2020,4,1,13.7,5.8,0
83084,2020,4,2,9.3,7.3,14.2
83084,2020,4,3,7.4,5.8,28
83084,2020,4,4,4.3,4.1,11.4
83084,2020,4,5,4.5,-2.3,23.4
83084,2020,4,6,5.8,-1.6,46.4
83084,2020,4,7,9.5,0.2,0
83084,2020,4,8,9.1,2.9,0.4
83084,2020,4,9,12.7,2.1,0.4
83084,2020,4,10,7.9,5.3,1.8
83084,2020,4,11,3.7,2.9,22.4
83084,2020,4,12,9.9,-3,2.6
83084,2020,4,13,13,2.6,0.6
83084,2020,4,14,14.7,6,0.4
83084,2020,4,15,15.1,9.3,0.2
83084,2020,4,16,9.3,7.5,2.8
83084,2020,4,17,6.3,0,0.8
83084,2020,4,18,9.3,-0.3,0
83084,2020,4,19,7.7,-0.1,0.2
83084,2020,4,20,5.2,0.3,8
83084,2020,4,21,4.4,1.5,0.4
83084,2020,4,22,8.3,2.6,0
83084,2020,4,23,6.2,1,0.2
83084,2020,4,24,10,2.4,7.8
83084,2020,4,25,9.9,4,0.2
83084,2020,4,26,8,5.1,37.4
83084,2020,4,27,10.4,0.7,3.4
83084,2020,4,28,9.3,3.5,0
83084,2020,4,29,9.3,5,96.6
83084,2020,4,30,0.5,-0.3,86.2
83084,2020,5,1,-1.8,-3.6,5.2
83084,2020,5,2,-0.7,-3.5,0
83084,2020,5,3,1.9,-3.5,2.4
83084,2020,5,4,6.3,-2.4,9
83084,2020,5,5,9.1,1.5,0.8
83084,2020,5,6,5.8,2.3,0
83084,2020,5,7,6.2,2.6,1
83084,2020,5,8,6.1,3.5,1.4
83084,2020,5,9,3.3,1,3.6
83084,2020,5,10,-0.5,-5.7,6.6
83084,2020,5,11,3.5,-5.1,5.2
83084,2020,5,12,2.3,-0.7,4.2
83084,2020,5,13,2,-1,0.4
83084,2020,5,14,4.4,-3,1
83084,2020,5,15,6.9,-0.4,0
83084,2020,5,16,7.2,0.7,0
83084,2020,5,17,10.8,1.7,0
83084,2020,5,18,7.3,2,0
83084,2020,5,19,5.4,1.5,0.2
83084,2020,5,20,3.1,2.5,25.8
83084,2020,5,21,1.5,-2.2,0.4
83084,2020,5,22,-0.4,-3.2,2.2
83084,2020,5,23,-0.1,-2.6,1.6
83084,2020,5,24,0.2,-1.8,0.6
83084,2020,5,25,6.2,-1.4,0.8
83084,2020,5,26,9.8,-1.7,5.8
83084,2020,5,27,5,2.8,0
83084,2020,5,28,4.8,1.3,1.4
83084,2020,5,29,7.4,-0.2,0.2
83084,2020,5,30,4.1,0.3,0
83084,2020,5,31,1.7,1.1,1.4
83084,2020,6,1,-0.3,-0.5,13.2
83084,2020,6,2,0.2,-4.3,0
83084,2020,6,3,3.3,-3,8.2
83084,2020,6,4,7.1,-3.7,2.2
83084,2020,6,5,5.3,0.7,0.8
83084,2020,6,6,4.8,0.3,0.2
83084,2020,6,7,4,-2.6,0
83084,2020,6,8,7,-4.2,0.4
83084,2020,6,9,5.2,-1.7,0
83084,2020,6,10,4.6,1.2,0
83084,2020,6,11,5.4,0.5,0
83084,2020,6,12,4.7,-0.7,0.2
83084,2020,6,13,4.9,1,0.4
83084,2020,6,14,0.3,-0.4,25.8
83084,2020,6,15,2.7,-1.7,2
83084,2020,6,16,3,0.2,38.8
83084,2020,6,17,4.3,-0.3,6
83084,2020,6,18,4,-0.1,0
83084,2020,6,19,3.9,1.3,1.2
83084,2020,6,20,3.2,2.5,15.4
83084,2020,6,21,-0.8,-1.7,31.4
83084,2020,6,22,-1.1,-3.7,1.4
83084,2020,6,23,1.9,-2.5,0
83084,2020,6,24,4.6,-2,10.6
83084,2020,6,25,0.4,0,0.2
83084,2020,6,26,2,-4.5,1
83084,2020,6,27,1.6,-4.3,3.4
83084,2020,6,28,3.3,-3,0.4
83084,2020,6,29,4.1,-2.3,0.4
83084,2020,6,30,1.7,-1.9,0.4
83084,2020,7,1,3.6,-1.7,1.2
83084,2020,7,2,-0.5,-1.2,16.8
83084,2020,7,3,-2,-3.4,0
83084,2020,7,4,-0.1,-5.8,0
83084,2020,7,5,2.4,-4.2,0
83084,2020,7,6,1.8,-2.8,9.4
83084,2020,7,7,4.1,-2.5,2.4
83084,2020,7,8,2.9,-2,3.6
83084,2020,7,9,2.7,-0.7,1.2
83084,2020,7,10,1.8,-0.5,0.6
83084,2020,7,11,1.7,0.1,2.8
83084,2020,7,12,0,-0.6,0.6
83084,2020,7,13,0.9,-1.2,0
83084,2020,7,14,0.7,-1.7,21.4
83084,2020,7,15,0.1,-2.6,4.4
83084,2020,7,16,-0.3,-4.7,1.8
83084,2020,7,17,5.7,-3.5,1.4
83084,2020,7,18,2.7,-1.2,0.6
83084,2020,7,19,0,-1.2,0
83084,2020,7,20,-1,-4.3,1.4
83084,2020,7,21,3.3,-3.5,1.4
83084,2020,7,22,4.8,-1.5,2.6
83084,2020,7,23,6.6,-0.9,0
83084,2020,7,24,4.5,1.2,0
83084,2020,7,25,7,1.1,0
83084,2020,7,26,3.1,-1.5,0.4
83084,2020,7,27,1.7,0.2,5.2
83084,2020,7,28,2.1,-0.2,22.2
83084,2020,7,29,6.6,-1.1,1.6
83084,2020,7,30,6.1,-2.3,0
83084,2020,7,31,7,-5.3,0
83084,2020,8,1,4.8,0.7,0
83084,2020,8,2,6.9,-1.5,0.2
83084,2020,8,3,2.2,-1.1,0
83084,2020,8,4,-4,-4.2,2.4
83084,2020,8,5,-1.4,-7.1,0.2
83084,2020,8,6,1.2,-7.6,0.6
83084,2020,8,7,-0.1,-5.2,1.6
83084,2020,8,8,1.3,-2.7,0
83084,2020,8,9,0.5,-1.8,29.2
83084,2020,8,10,6.2,-3.1,8.6
83084,2020,8,11,7,-2.6,1.2
83084,2020,8,12,2.5,-1.4,0.8
83084,2020,8,13,3.2,0.1,31.8
83084,2020,8,14,2.8,0.1,15.2
83084,2020,8,15,1.5,0.5,10
83084,2020,8,16,1.5,0,1.6
83084,2020,8,17,3.2,-1.4,1.4
83084,2020,8,18,0.7,-2.1,0
83084,2020,8,19,-1.1,-1.8,9.2
83084,2020,8,20,-0.8,-3,0
83084,2020,8,21,-1.5,-2.5,0
83084,2020,8,22,-3.1,-6.2,0
83084,2020,8,23,-1.6,-6.7,0
83084,2020,8,24,0.3,-7.6,1.6
83084,2020,8,25,0.8,-7.2,6.2
83084,2020,8,26,1.9,-4.4,3.2
83084,2020,8,27,0.2,-3.6,5.2
83084,2020,8,28,4.9,-5.2,0.4
83084,2020,8,29,5.7,-2.4,3
83084,2020,8,30,5.2,1.7,0.2
83084,2020,8,31,2,-3.7,0.4
83084,2020,9,1,2.6,-3.1,0.2
83084,2020,9,2,7.9,-0.9,0
83084,2020,9,3,4.5,0.9,0.2
83084,2020,9,4,2,-1.6,1.2
83084,2020,9,5,5.4,-2.5,1
83084,2020,9,6,6.7,-1.2,0.6
83084,2020,9,7,8.2,1.5,0
83084,2020,9,8,9.3,4.4,0.2
83084,2020,9,9,6.4,0.4,4.8
83084,2020,9,10,11.1,-0.7,0.2
83084,2020,9,11,11.1,1.2,0.2
83084,2020,9,12,4.7,1,0
83084,2020,9,13,6.2,1.9,14
83084,2020,9,14,9.6,-0.1,5.2
83084,2020,9,15,11.3,3.4,0
83084,2020,9,16,8.2,3,0
83084,2020,9,17,10.1,4.1,0
83084,2020,9,18,9.4,2.8,0.2
83084,2020,9,19,12.3,7,3.6
83084,2020,9,20,7.1,5.9,13.6
83084,2020,9,21,8.3,5.7,8.8
83084,2020,9,22,2,-0.4,10.8
83084,2020,9,23,-0.2,-2.2,5.2
83084,2020,9,24,-1.6,-4.5,5
83084,2020,9,25,-1.8,-3.3,4.6
83084,2020,9,26,-0.9,-6.6,0
83084,2020,9,27,2.4,-4.2,4.6
83084,2020,9,28,6.3,-4.5,8.2
83084,2020,9,29,6.5,1.9,0
83084,2020,9,30,4.5,1.4,0.8
83084,2020,10,1,5.2,-1.5,42.2
83084,2020,10,2,11,-0.3,0
83084,2020,10,3,14.1,5,0
83084,2020,10,4,15.7,9.2,0
83084,2020,10,5,9.3,9.2,0
83084,2020,10,6,7.2,0.7,17.2
83084,2020,10,7,9,5.9,7.8
83084,2020,10,8,4.7,4.2,42.2
83084,2020,10,9,2,0.3,42.4
83084,2020,10,10,5.7,-1.1,20.8
83084,2020,10,11,11.2,1.3,0.4
83084,2020,10,12,12.1,2.7,0
83084,2020,10,13,14.1,5.7,0
83084,2020,10,14,14.1,5.2,0.2
83084,2020,10,15,12.2,7.6,0.2
83084,2020,10,16,11.7,6,12.6
83084,2020,10,17,7.7,6.4,73.6
83084,2020,10,18,7.4,1.4,22.2
83084,2020,10,19,10.6,1.7,0.4
83084,2020,10,20,11,3.2,0.4
83084,2020,10,21,11.2,4.4,0
83084,2020,10,22,14,4.9,0
83084,2020,10,23,9.8,7.3,1.8
83084,2020,10,24,9,7.2,44.8
83084,2020,10,25,3.6,-4.6,15.4
83084,2020,10,26,3,-2.9,5
83084,2020,10,27,6.8,-1.1,9.2
83084,2020,10,28,9,0.1,7.2
83084,2020,10,29,12.2,3.5,3.8
83084,2020,10,30,11.1,4.2,0
83084,2020,10,31,9.2,4.5,7.6
83084,2020,11,1,12.4,2.1,5
83084,2020,11,2,15.5,3.8,0.2
83084,2020,11,3,17.1,8.7,0
83084,2020,11,4,11.8,9.1,0
83084,2020,11,5,6.3,-1.6,4
83084,2020,11,6,11.2,-2.5,2.8
83084,2020,11,7,8.4,-0.8,0.2
83084,2020,11,8,13,-0.3,0
83084,2020,11,9,14.9,4.7,0.2
83084,2020,11,10,16.7,7.3,0
83084,2020,11,11,16.9,10.9,0
83084,2020,11,12,11.4,8.7,7.8
83084,2020,11,13,10.8,5.2,8.8
83084,2020,11,14,12.6,2.8,0.4
83084,2020,11,15,16.7,4.3,0
83084,2020,11,16,14.6,10.9,0.2
83084,2020,11,17,13.5,2.5,0
83084,2020,11,18,17.4,2.9,0
83084,2020,11,19,17.8,9.6,0
83084,2020,11,20,22.6,12.6,0
83084,2020,11,21,22.5,8.4,0
83084,2020,11,22,20.8,14.8,0
83084,2020,11,23,12.5,9.8,13.8
83084,2020,11,24,14.5,1.4,25.6
83084,2020,11,25,16.8,6.1,0
83084,2020,11,26,19.7,10.8,0
83084,2020,11,27,20.2,12,0
83084,2020,11,28,22.8,13.7,0
83084,2020,11,29,14.6,9,6.8
83084,2020,11,30,17.1,3.6,0
83084,2020,12,1,17.4,11.7,0
83084,2020,12,2,14.2,0.8,11
83084,2020,12,3,14,3.1,0
83084,2020,12,4,16.3,6,0
83084,2020,12,5,16.5,9.3,0
83084,2020,12,6,2.7,-0.1,47
83084,2020,12,7,3.9,-0.1,22.4
83084,2020,12,8,10.3,-1.4,5.4
83084,2020,12,9,14.4,0,0
83084,2020,12,10,11.3,6.4,0
83084,2020,12,11,13.9,-0.4,
83084,2020,12,12,17.2,4.7,0
83084,2020,12,13,17.8,7.7,0
83084,2020,12,14,20.7,9.8,0
83084,2020,12,15,20.9,12.3,0
83084,2020,12,16,17.5,12,0
83084,2020,12,17,15.9,10.4,27.8
83084,2020,12,18,13.6,7.8,0.4
83084,2020,12,19,12.8,0,0
83084,2020,12,20,13.2,2.6,0
83084,2020,12,21,13.7,4,0.2
83084,2020,12,22,8.4,4.4,9.8
83084,2020,12,23,13.8,4.2,0.8
83084,2020,12,24,14.7,6.1,0
83084,2020,12,25,14.2,-1.1,0.6
83084,2020,12,26,14.7,6.3,0
83084,2020,12,27,18.8,7.3,0
83084,2020,12,28,15,6.4,1
83084,2020,12,29,14.2,1.5,1
83084,2020,12,30,17.1,5.7,0
83084,2020,12,31,17.3,8.8,0
83084,2021,1,1,14.6,8.5,20.6
83084,2021,1,2,14.5,8.4,1.6
83084,2021,1,3,12.9,9.3,16.8
83084,2021,1,4,14.4,10,6
83084,2021,1,5,13.5,6.6,6.6
83084,2021,1,6,10.9,6,20.6
83084,2021,1,7,11.2,3.8,1.4
83084,2021,1,8,17.1,3.1,0
83084,2021,1,9,19.1,8.8,0
83084,2021,1,10,21.4,11.7,0
83084,2021,1,11,20.4,13.1,0
83084,2021,1,12,22,13.8,0
83084,2021,1,13,22.2,11.6,0
83084,2021,1,14,17.2,10.7,0
83084,2021,1,15,10.6,5.5,0
83084,2021,1,16,7.8,-2.4,1.6
83084,2021,1,17,14.4,1.2,0
83084,2021,1,18,17.5,7,0
83084,2021,1,19,16.4,4.1,0
83084,2021,1,20,19.3,1.2,0
83084,2021,1,21,18.5,10.2,0
83084,2021,1,22,21.4,12.7,0
83084,2021,1,23,22.5,14,0
83084,2021,1,24,23.7,15.7,0
83084,2021,1,25,23.6,17.5,0
83084,2021,1,26,16.2,12.7,1
83084,2021,1,27,13.6,7,63
83084,2021,1,28,12.2,7.2,1.2
83084,2021,1,29,12,8.7,7.6
83084,2021,1,30,15.4,10.1,108.6
83084,2021,1,31,17.7,6.7,0.2
83084,2021,2,1,12.6,10.4,0
83084,2021,2,2,11.9,1.5,17.2
83084,2021,2,3,13.1,2.1,0.4
83084,2021,2,4,15.5,3.9,0
83084,2021,2,5,13.9,11.1,1.2
83084,2021,2,6,9.6,7.9,69.2
83084,2021,2,7,14.2,6,0
83084,2021,2,8,16.4,5.9,0
83084,2021,2,9,14.9,5.1,0.2
83084,2021,2,10,16.7,8.9,0
83084,2021,2,11,17.5,10.3,0
83084,2021,2,12,12.4,10.2,18.2
83084,2021,2,13,14.1,7.8,15.2
83084,2021,2,14,16.5,4.6,0
83084,2021,2,15,15.6,6.2,0.2
83084,2021,2,16,18.8,7.1,0
83084,2021,2,17,17.9,9.5,0.2
83084,2021,2,18,19.2,9.8,0
83084,2021,2,19,17.4,9.3,0
83084,2021,2,20,20.2,11.4,0
83084,2021,2,21,20.2,13.9,0
83084,2021,2,22,17.1,12.1,0
83084,2021,2,23,7.5,-1.2,0.4
83084,2021,2,24,11.5,-0.2,0
83084,2021,2,25,12.7,4.8,0.2
83084,2021,2,26,15.9,4.6,0
83084,2021,2,27,13.3,6.8,0
83084,2021,2,28,17.9,6.4,0
83084,2021,3,1,15.9,10.6,0
83084,2021,3,2,11.6,-1.5,0
83084,2021,3,3,12.1,-1.3,0
83084,2021,3,4,13.8,2.7,0
83084,2021,3,5,15.1,2.6,0
83084,2021,3,6,15.3,2.9,0
83084,2021,3,7,14.9,6.6,0
83084,2021,3,8,13.5,9,0
83084,2021,3,9,15,6.2,1.4
83084,2021,3,10,16.7,6.8,0.2
83084,2021,3,11,12.7,9.5,0
83084,2021,3,12,15.5,9.1,10.6
83084,2021,3,13,15.1,10.5,0.6
83084,2021,3,14,7.1,0.2,15.4
83084,2021,3,15,14.2,-1.1,0
83084,2021,3,16,16.1,5.5,0
83084,2021,3,17,15.2,4.9,0.2
83084,2021,3,18,14.4,6.9,0.2
83084,2021,3,19,14.4,6.5,0.2
83084,2021,3,20,10.4,6.7,0
83084,2021,3,21,11.7,7.4,27.2
83084,2021,3,22,12.6,8,1.6
83084,2021,3,23,11.7,8.4,18.2
83084,2021,3,24,9,7.9,29
83084,2021,3,25,8.4,6.6,33.2
83084,2021,3,26,9,2.1,4.4
83084,2021,3,27,5.9,4.1,1.6
83084,2021,3,28,7.9,2,13.2
83084,2021,3,29,11.7,2.4,0.2
83084,2021,3,30,14.1,2,0
83084,2021,3,31,13.9,5.1,0.2
83084,2021,4,1,16.5,8,0
83084,2021,4,2,19.7,9.4,0
83084,2021,4,3,17.9,11.4,0
83084,2021,4,4,17.3,10.7,0
83084,2021,4,5,17,10.8,0
83084,2021,4,6,15.3,9.8,0
83084,2021,4,7,15.2,9.4,0
83084,2021,4,8,13.2,8.3,0.2
83084,2021,4,9,11,5.7,2.6
83084,2021,4,10,2.5,-0.4,0.2
83084,2021,4,11,-0.2,-4.2,7
83084,2021,4,12,4.5,-2.8,7.2
83084,2021,4,13,5.6,-1.2,0.8
83084,2021,4,14,6.4,2.6,0.2
83084,2021,4,15,5.9,1.3,0.2
83084,2021,4,16,9.2,-1.3,0.2
83084,2021,4,17,8.8,0.6,0.2
83084,2021,4,18,9.1,1.5,0
83084,2021,4,19,6.8,2.5,0.2
83084,2021,4,20,3.9,1.7,0
83084,2021,4,21,3.1,-4.6,2
83084,2021,4,22,0.9,-2.7,6.8
83084,2021,4,23,4,-1.2,2.6
83084,2021,4,24,5.7,-1,0.4
83084,2021,4,25,7.5,-0.4,0.2
83084,2021,4,26,12,1.7,0
83084,2021,4,27,11.6,5,0.2
83084,2021,4,28,10.7,4.7,0
83084,2021,4,29,11.2,3.7,0
83084,2021,4,30,12.1,5.7,0
83084,2021,5,1,10.5,5.2,0
83084,2021,5,2,9.9,5.4,0
83084,2021,5,3,6,2.8,25.2
83084,2021,5,4,5.4,2.1,12.2
83084,2021,5,5,6.7,2.5,26.4
83084,2021,5,6,10,3.1,5.8
83084,2021,5,7,12.9,6.3,0
83084,2021,5,8,7.9,4.4,0.4
83084,2021,5,9,5.4,4.2,0.6
83084,2021,5,10,4.8,4.1,17
83084,2021,5,11,3.8,1.5,20.2
83084,2021,5,12,5.7,0.3,20
83084,2021,5,13,3.2,2.3,0.8
83084,2021,5,14,-0.8,-3.5,13.2
83084,2021,5,15,-1.5,-4.1,2.8
83084,2021,5,16,-0.1,-5.9,3.4
83084,2021,5,17,3.4,-3,1.6
83084,2021,5,18,5.4,-2,10.8
83084,2021,5,19,4.5,-1.8,0.2
83084,2021,5,20,4.3,-1.5,0
83084,2021,5,21,8.5,-1.3,0
83084,2021,5,22,7.7,2.7,0
83084,2021,5,23,9.9,2.8,0
83084,2021,5,24,6.4,2.2,0
83084,2021,5,25,5.5,3.2,0
83084,2021,5,26,0,-0.3,38.8
83084,2021,5,27,0.4,-2.7,2.6
83084,2021,5,28,1.4,-3.9,6.4
83084,2021,5,29,4.5,-5,1.4
83084,2021,5,30,9.4,-1.6,0.4
83084,2021,5,31,8.9,2.9,0
83084,2021,6,1,3.5,1.3,0
83084,2021,6,2,5.8,0.8,0
83084,2021,6,3,5.7,1.3,4.4
83084,2021,6,4,2.2,0.6,4.6
83084,2021,6,5,2.2,-5.5,0.6
83084,2021,6,6,2.6,-3.8,0
83084,2021,6,7,1.4,0.1,10.4
83084,2021,6,8,-0.1,-0.5,3
83084,2021,6,9,2,-4.6,0
83084,2021,6,10,0.5,-2.9,23
83084,2021,6,11,2.3,-2.1,9
83084,2021,6,12,0.2,-1.4,16.4
83084,2021,6,13,1.6,-0.3,9.8
83084,2021,6,14,4.1,0.1,2.6
83084,2021,6,15,1.6,-0.3,0.4
83084,2021,6,16,1.8,0.1,0.4
83084,2021,6,17,-0.6,-2.6,3.4
83084,2021,6,18,0.6,-3.9,5
83084,2021,6,19,0.3,-1.5,5.8
83084,2021,6,20,0.2,-2.3,4.2
83084,2021,6,21,3.4,-2.5,2
83084,2021,6,22,2.8,-1.2,0.2
83084,2021,6,23,4,-0.7,0.2
83084,2021,6,24,4,0.9,77.8
83084,2021,6,25,0,-0.3,29
83084,2021,6,26,-0.2,-1.8,2.6
83084,2021,6,27,1,-3.4,4.2
83084,2021,6,28,2.9,-3.3,8.2
83084,2021,6,29,3,-0.8,6.6
83084,2021,6,30,2.5,-0.9,1.6
83084,2021,7,1,2.7,0.1,8.4
83084,2021,7,2,1.5,0.4,2
83084,2021,7,3,-3.4,-4.1,5.8
83084,2021,7,4,-2.3,-4.8,0
83084,2021,7,5,1.1,-5.5,0
83084,2021,7,6,2.5,-4.8,5.8
83084,2021,7,7,2.7,-4.8,2.4
83084,2021,7,8,2.4,-2.2,3.2
83084,2021,7,9,3.7,-1.3,0
83084,2021,7,10,2,-4.4,0
83084,2021,7,11,2.7,-2.1,0.4
83084,2021,7,12,0.2,-0.8,0
83084,2021,7,13,0.2,-0.7,1.4
83084,2021,7,14,1.3,-1.8,5.4
83084,2021,7,15,1.9,-1.7,39.2
83084,2021,7,16,-0.6,-2,11.4
83084,2021,7,17,-1.1,-3.9,0
83084,2021,7,18,-0.1,-4.1,0
83084,2021,7,19,-1.4,-3.2,5.8
83084,2021,7,20,-1.2,-2.9,0
83084,2021,7,21,-2.6,-6,0
83084,2021,7,22,-1.4,-5,2.8
83084,2021,7,23,-1.3,-4.1,0.8
83084,2021,7,24,-1.6,-3,0
83084,2021,7,25,-0.2,-6,0
83084,2021,7,26,1.1,-5.9,0
83084,2021,7,27,1.1,-0.2,38.4
83084,2021,7,28,0.3,-0.4,4.4
83084,2021,7,29,-1.3,-4.5,6.2
83084,2021,7,30,0.6,-3.5,4.4
83084,2021,7,31,2.6,-3.4,0.4
83084,2021,8,1,1.7,-1.2,27.6
83084,2021,8,2,1.4,-3.8,0
83084,2021,8,3,-1,-2.6,0.2
83084,2021,8,4,0,-4.7,0
83084,2021,8,5,4,-3.5,5.2
83084,2021,8,6,1.9,-2.6,7.2
83084,2021,8,7,0.1,-2.7,2.4
83084,2021,8,8,0.9,-3.2,1
83084,2021,8,9,1.3,-0.8,0.6
83084,2021,8,10,3,-0.7,1
83084,2021,8,11,5.2,-0.5,0
83084,2021,8,12,-0.2,-3.3,4.4
83084,2021,8,13,0.8,-2,3.8
83084,2021,8,14,1.4,-2.8,0.6
83084,2021,8,15,-0.3,-1.5,0.4
83084,2021,8,16,-0.2,-1.5,1
83084,2021,8,17,5.9,-3.5,1
83084,2021,8,18,5.8,-2.6,2
83084,2021,8,19,4.9,-1.7,0
83084,2021,8,20,1.2,-0.9,0.4
83084,2021,8,21,2.2,0.1,3.6
83084,2021,8,22,5.3,0.7,0.4
83084,2021,8,23,1.9,1.2,19.4
83084,2021,8,24,-2.1,-4.6,5.2
83084,2021,8,25,-1.3,-6.5,0.2
83084,2021,8,26,0.1,-3.6,5.2
83084,2021,8,27,0.2,-2.5,10.2
83084,2021,8,28,2,-3.2,5.2
